N	M	D	H	Qh
2681	4	22	16	0
2682	4	22	17	0
2683	4	22	18	0
2684	4	22	19	0
2685	4	22	20	0
2686	4	22	21	0
2687	4	22	22	0
2688	4	22	23	0
2689	4	23	0	0
2690	4	23	1	0
2691	4	23	2	0
2692	4	23	3	0
2693	4	23	4	0
2694	4	23	5	0
2695	4	23	6	0
2696	4	23	7	0
2697	4	23	8	0
2698	4	23	9	0
2699	4	23	10	0
2700	4	23	11	0
2701	4	23	12	0
2702	4	23	13	0
2703	4	23	14	0
2704	4	23	15	0
2705	4	23	16	0
2706	4	23	17	0
2707	4	23	18	0
2708	4	23	19	0
2709	4	23	20	0
2710	4	23	21	0
2711	4	23	22	0
2712	4	23	23	0
2713	4	24	0	0
2714	4	24	1	0
2715	4	24	2	0
2716	4	24	3	0
2717	4	24	4	0
2718	4	24	5	0
2719	4	24	6	0
2720	4	24	7	0
2721	4	24	8	0
2722	4	24	9	0
2723	4	24	10	0
2724	4	24	11	0
2725	4	24	12	0
2726	4	24	13	0
2727	4	24	14	0
2728	4	24	15	0
2729	4	24	16	0
2730	4	24	17	0
2731	4	24	18	0
2732	4	24	19	0
2733	4	24	20	0
2734	4	24	21	0
2735	4	24	22	0
2736	4	24	23	0
2737	4	25	0	0
2738	4	25	1	0
2739	4	25	2	0
2740	4	25	3	0
2741	4	25	4	0
2742	4	25	5	0
2743	4	25	6	0
2744	4	25	7	0
2745	4	25	8	0
2746	4	25	9	0
2747	4	25	10	0
2748	4	25	11	0
2749	4	25	12	0
2750	4	25	13	0
2751	4	25	14	0
2752	4	25	15	0
2753	4	25	16	0
2754	4	25	17	0
2755	4	25	18	0
2756	4	25	19	0
2757	4	25	20	0
2758	4	25	21	0
2759	4	25	22	0
2760	4	25	23	0
2761	4	26	0	0
2762	4	26	1	0
2763	4	26	2	0
2764	4	26	3	0
2765	4	26	4	0
2766	4	26	5	0
2767	4	26	6	0
2768	4	26	7	0
2769	4	26	8	0
2770	4	26	9	0
2771	4	26	10	0
2772	4	26	11	0
2773	4	26	12	0
2774	4	26	13	0
2775	4	26	14	0
2776	4	26	15	0
2777	4	26	16	0
2778	4	26	17	0
2779	4	26	18	0
2780	4	26	19	0
2781	4	26	20	0
2782	4	26	21	0
2783	4	26	22	0
2784	4	26	23	0
2785	4	27	0	0
2786	4	27	1	0
2787	4	27	2	0
2788	4	27	3	0
2789	4	27	4	0
2790	4	27	5	0
2791	4	27	6	0
2792	4	27	7	0
2793	4	27	8	0
2794	4	27	9	0
2795	4	27	10	0
2796	4	27	11	0
2797	4	27	12	0
2798	4	27	13	0
2799	4	27	14	0
2800	4	27	15	0
2801	4	27	16	0
2802	4	27	17	0
2803	4	27	18	0
2804	4	27	19	0
2805	4	27	20	0
2806	4	27	21	0
2807	4	27	22	0
2808	4	27	23	0
2809	4	28	0	0
2810	4	28	1	0
2811	4	28	2	0
2812	4	28	3	0
2813	4	28	4	0
2814	4	28	5	0
2815	4	28	6	0
2816	4	28	7	0
2817	4	28	8	0
2818	4	28	9	0
2819	4	28	10	0
2820	4	28	11	0
2821	4	28	12	0
2822	4	28	13	0
2823	4	28	14	0
2824	4	28	15	0
2825	4	28	16	0
2826	4	28	17	0
2827	4	28	18	0
2828	4	28	19	0
2829	4	28	20	0
2830	4	28	21	0
2831	4	28	22	0
2832	4	28	23	0
2833	4	29	0	0
2834	4	29	1	0
2835	4	29	2	0
2836	4	29	3	0
2837	4	29	4	0
2838	4	29	5	0
2839	4	29	6	0
2840	4	29	7	0
2841	4	29	8	0
2842	4	29	9	0
2843	4	29	10	0
2844	4	29	11	0
2845	4	29	12	0
2846	4	29	13	0
2847	4	29	14	0
2848	4	29	15	0
2849	4	29	16	0
2850	4	29	17	0
2851	4	29	18	0
2852	4	29	19	0
2853	4	29	20	0
2854	4	29	21	0
2855	4	29	22	0
2856	4	29	23	0
2857	4	30	0	0
2858	4	30	1	0
2859	4	30	2	0
2860	4	30	3	0
2861	4	30	4	0
2862	4	30	5	0
2863	4	30	6	0
2864	4	30	7	0
2865	4	30	8	0
2866	4	30	9	0
2867	4	30	10	0
2868	4	30	11	0
2869	4	30	12	0
2870	4	30	13	0
2871	4	30	14	0
2872	4	30	15	0
2873	4	30	16	0
2874	4	30	17	0
2875	4	30	18	0
2876	4	30	19	0
2877	4	30	20	0
2878	4	30	21	0
2879	4	30	22	0
2880	4	30	23	0
2881	5	1	0	0
2882	5	1	1	0
2883	5	1	2	0
2884	5	1	3	0
2885	5	1	4	0
2886	5	1	5	0
2887	5	1	6	0
2888	5	1	7	0
2889	5	1	8	0
2890	5	1	9	0
2891	5	1	10	0
2892	5	1	11	0
2893	5	1	12	0
2894	5	1	13	0
2895	5	1	14	0
2896	5	1	15	0
2897	5	1	16	0
2898	5	1	17	0
2899	5	1	18	0
2900	5	1	19	0
2901	5	1	20	0
2902	5	1	21	0
2903	5	1	22	0
2904	5	1	23	0
2905	5	2	0	0
2906	5	2	1	0
2907	5	2	2	0
2908	5	2	3	0
2909	5	2	4	0
2910	5	2	5	0
2911	5	2	6	0
2912	5	2	7	0
2913	5	2	8	0
2914	5	2	9	0
2915	5	2	10	0
2916	5	2	11	0
2917	5	2	12	0
2918	5	2	13	0
2919	5	2	14	0
2920	5	2	15	0
2921	5	2	16	0
2922	5	2	17	0
2923	5	2	18	0
2924	5	2	19	0
2925	5	2	20	0
2926	5	2	21	0
2927	5	2	22	0
2928	5	2	23	0
2929	5	3	0	0
2930	5	3	1	0
2931	5	3	2	0
2932	5	3	3	0
2933	5	3	4	0
2934	5	3	5	0
2935	5	3	6	0
2936	5	3	7	0
2937	5	3	8	0
2938	5	3	9	0
2939	5	3	10	0
2940	5	3	11	0
2941	5	3	12	0
2942	5	3	13	0
2943	5	3	14	0
2944	5	3	15	0
2945	5	3	16	0
2946	5	3	17	0
2947	5	3	18	0
2948	5	3	19	0
2949	5	3	20	0
2950	5	3	21	0
2951	5	3	22	0
2952	5	3	23	0
2953	5	4	0	0
2954	5	4	1	0
2955	5	4	2	0
2956	5	4	3	0
2957	5	4	4	0
2958	5	4	5	0
2959	5	4	6	0
2960	5	4	7	0
2961	5	4	8	0
2962	5	4	9	0
2963	5	4	10	0
2964	5	4	11	0
2965	5	4	12	0
2966	5	4	13	0
2967	5	4	14	0
2968	5	4	15	0
2969	5	4	16	0
2970	5	4	17	0
2971	5	4	18	0
2972	5	4	19	0
2973	5	4	20	0
2974	5	4	21	0
2975	5	4	22	0
2976	5	4	23	0
2977	5	5	0	0
2978	5	5	1	0
2979	5	5	2	0
2980	5	5	3	0
2981	5	5	4	0
2982	5	5	5	0
2983	5	5	6	0
2984	5	5	7	0
2985	5	5	8	0
2986	5	5	9	0
2987	5	5	10	0
2988	5	5	11	0
2989	5	5	12	0
2990	5	5	13	0
2991	5	5	14	0
2992	5	5	15	0
2993	5	5	16	0
2994	5	5	17	0
2995	5	5	18	0
2996	5	5	19	0
2997	5	5	20	0
2998	5	5	21	0
2999	5	5	22	0
3000	5	5	23	0
3001	5	6	0	0
3002	5	6	1	0
3003	5	6	2	0
3004	5	6	3	0
3005	5	6	4	0
3006	5	6	5	0
3007	5	6	6	0
3008	5	6	7	0
3009	5	6	8	0
3010	5	6	9	0
3011	5	6	10	0
3012	5	6	11	0
3013	5	6	12	0
3014	5	6	13	0
3015	5	6	14	0
3016	5	6	15	0
3017	5	6	16	0
3018	5	6	17	0
3019	5	6	18	0
3020	5	6	19	0
3021	5	6	20	0
3022	5	6	21	0
3023	5	6	22	0
3024	5	6	23	0
3025	5	7	0	0
3026	5	7	1	0
3027	5	7	2	0
3028	5	7	3	0
3029	5	7	4	0
3030	5	7	5	0
3031	5	7	6	0
3032	5	7	7	0
3033	5	7	8	0
3034	5	7	9	0
3035	5	7	10	0
3036	5	7	11	0
3037	5	7	12	0
3038	5	7	13	0
3039	5	7	14	0
3040	5	7	15	0
3041	5	7	16	0
3042	5	7	17	0
3043	5	7	18	0
3044	5	7	19	0
3045	5	7	20	0
3046	5	7	21	0
3047	5	7	22	0
3048	5	7	23	0
3049	5	8	0	0
3050	5	8	1	0
3051	5	8	2	0
3052	5	8	3	0
3053	5	8	4	0
3054	5	8	5	0
3055	5	8	6	0
3056	5	8	7	0
3057	5	8	8	0
3058	5	8	9	0
3059	5	8	10	0
3060	5	8	11	0
3061	5	8	12	0
3062	5	8	13	0
3063	5	8	14	0
3064	5	8	15	0
3065	5	8	16	0
3066	5	8	17	0
3067	5	8	18	0
3068	5	8	19	0
3069	5	8	20	0
3070	5	8	21	0
3071	5	8	22	0
3072	5	8	23	0
3073	5	9	0	0
3074	5	9	1	0
3075	5	9	2	0
3076	5	9	3	0
3077	5	9	4	0
3078	5	9	5	0
3079	5	9	6	0
3080	5	9	7	0
3081	5	9	8	0
3082	5	9	9	0
3083	5	9	10	0
3084	5	9	11	0
3085	5	9	12	0
3086	5	9	13	0
3087	5	9	14	0
3088	5	9	15	0
3089	5	9	16	0
3090	5	9	17	0
3091	5	9	18	0
3092	5	9	19	0
3093	5	9	20	0
3094	5	9	21	0
3095	5	9	22	0
3096	5	9	23	0
3097	5	10	0	0
3098	5	10	1	0
3099	5	10	2	0
3100	5	10	3	0
3101	5	10	4	0
3102	5	10	5	0
3103	5	10	6	0
3104	5	10	7	0
3105	5	10	8	0
3106	5	10	9	0
3107	5	10	10	0
3108	5	10	11	0
3109	5	10	12	0
3110	5	10	13	0
3111	5	10	14	0
3112	5	10	15	0
3113	5	10	16	0
3114	5	10	17	0
3115	5	10	18	0
3116	5	10	19	0
3117	5	10	20	0
3118	5	10	21	0
3119	5	10	22	0
3120	5	10	23	0
3121	5	11	0	0
3122	5	11	1	0
3123	5	11	2	0
3124	5	11	3	0
3125	5	11	4	0
3126	5	11	5	0
3127	5	11	6	0
3128	5	11	7	0
3129	5	11	8	0
3130	5	11	9	0
3131	5	11	10	0
3132	5	11	11	0
3133	5	11	12	0
3134	5	11	13	0
3135	5	11	14	0
3136	5	11	15	0
3137	5	11	16	0
3138	5	11	17	0
3139	5	11	18	0
3140	5	11	19	0
3141	5	11	20	0
3142	5	11	21	0
3143	5	11	22	0
3144	5	11	23	0
3145	5	12	0	0
3146	5	12	1	0
3147	5	12	2	0
3148	5	12	3	0
3149	5	12	4	0
3150	5	12	5	0
3151	5	12	6	0
3152	5	12	7	0
3153	5	12	8	0
3154	5	12	9	0
3155	5	12	10	0
3156	5	12	11	0
3157	5	12	12	0
3158	5	12	13	0
3159	5	12	14	0
3160	5	12	15	0
3161	5	12	16	0
3162	5	12	17	0
3163	5	12	18	0
3164	5	12	19	0
3165	5	12	20	0
3166	5	12	21	0
3167	5	12	22	0
3168	5	12	23	0
3169	5	13	0	0
3170	5	13	1	0
3171	5	13	2	0
3172	5	13	3	0
3173	5	13	4	0
3174	5	13	5	0
3175	5	13	6	0
3176	5	13	7	0
3177	5	13	8	0
3178	5	13	9	0
3179	5	13	10	0
3180	5	13	11	0
3181	5	13	12	0
3182	5	13	13	0
3183	5	13	14	0
3184	5	13	15	0
3185	5	13	16	0
3186	5	13	17	0
3187	5	13	18	0
3188	5	13	19	0
3189	5	13	20	0
3190	5	13	21	0
3191	5	13	22	0
3192	5	13	23	0
3193	5	14	0	0
3194	5	14	1	0
3195	5	14	2	0
3196	5	14	3	0
3197	5	14	4	0
3198	5	14	5	0
3199	5	14	6	0
3200	5	14	7	0
3201	5	14	8	0
3202	5	14	9	0
3203	5	14	10	0
3204	5	14	11	0
3205	5	14	12	0
3206	5	14	13	0
3207	5	14	14	0
3208	5	14	15	0
3209	5	14	16	0
3210	5	14	17	0
3211	5	14	18	0
3212	5	14	19	0
3213	5	14	20	0
3214	5	14	21	0
3215	5	14	22	0
3216	5	14	23	0
3217	5	15	0	0
3218	5	15	1	0
3219	5	15	2	0
3220	5	15	3	0
3221	5	15	4	0
3222	5	15	5	0
3223	5	15	6	0
3224	5	15	7	0
3225	5	15	8	0
3226	5	15	9	0
3227	5	15	10	0
3228	5	15	11	0
3229	5	15	12	0
3230	5	15	13	0
3231	5	15	14	0
3232	5	15	15	0
3233	5	15	16	0
3234	5	15	17	0
3235	5	15	18	0
3236	5	15	19	0
3237	5	15	20	0
3238	5	15	21	0
3239	5	15	22	0
3240	5	15	23	0
3241	5	16	0	0
3242	5	16	1	0
3243	5	16	2	0
3244	5	16	3	0
3245	5	16	4	0
3246	5	16	5	0
3247	5	16	6	0
3248	5	16	7	0
3249	5	16	8	0
3250	5	16	9	0
3251	5	16	10	0
3252	5	16	11	0
3253	5	16	12	0
3254	5	16	13	0
3255	5	16	14	0
3256	5	16	15	0
3257	5	16	16	0
3258	5	16	17	0
3259	5	16	18	0
3260	5	16	19	0
3261	5	16	20	0
3262	5	16	21	0
3263	5	16	22	0
3264	5	16	23	0
3265	5	17	0	0
3266	5	17	1	0
3267	5	17	2	0
3268	5	17	3	0
3269	5	17	4	0
3270	5	17	5	0
3271	5	17	6	0
3272	5	17	7	0
3273	5	17	8	0
3274	5	17	9	0
3275	5	17	10	0
3276	5	17	11	0
3277	5	17	12	0
3278	5	17	13	0
3279	5	17	14	0
3280	5	17	15	0
3281	5	17	16	0
3282	5	17	17	0
3283	5	17	18	0
3284	5	17	19	0
3285	5	17	20	0
3286	5	17	21	0
3287	5	17	22	0
3288	5	17	23	0
3289	5	18	0	0
3290	5	18	1	0
3291	5	18	2	0
3292	5	18	3	0
3293	5	18	4	0
3294	5	18	5	0
3295	5	18	6	0
3296	5	18	7	0
3297	5	18	8	0
3298	5	18	9	0
3299	5	18	10	0
3300	5	18	11	0
3301	5	18	12	0
3302	5	18	13	0
3303	5	18	14	0
3304	5	18	15	0
3305	5	18	16	0
3306	5	18	17	0
3307	5	18	18	0
3308	5	18	19	0
3309	5	18	20	0
3310	5	18	21	0
3311	5	18	22	0
3312	5	18	23	0
3313	5	19	0	0
3314	5	19	1	0
3315	5	19	2	0
3316	5	19	3	0
3317	5	19	4	0
3318	5	19	5	0
3319	5	19	6	0
3320	5	19	7	0
3321	5	19	8	0
3322	5	19	9	0
3323	5	19	10	0
3324	5	19	11	0
3325	5	19	12	0
3326	5	19	13	0
3327	5	19	14	0
3328	5	19	15	0
3329	5	19	16	0
3330	5	19	17	0
3331	5	19	18	0
3332	5	19	19	0
3333	5	19	20	0
3334	5	19	21	0
3335	5	19	22	0
3336	5	19	23	0
3337	5	20	0	0
3338	5	20	1	0
3339	5	20	2	0
3340	5	20	3	0
3341	5	20	4	0
3342	5	20	5	0
3343	5	20	6	0
3344	5	20	7	0
3345	5	20	8	0
3346	5	20	9	0
3347	5	20	10	0
3348	5	20	11	0
3349	5	20	12	0
3350	5	20	13	0
3351	5	20	14	0
3352	5	20	15	0
3353	5	20	16	0
3354	5	20	17	0
3355	5	20	18	0
3356	5	20	19	0
3357	5	20	20	0
3358	5	20	21	0
3359	5	20	22	0
3360	5	20	23	0
3361	5	21	0	0
3362	5	21	1	0
3363	5	21	2	0
3364	5	21	3	0
3365	5	21	4	0
3366	5	21	5	0
3367	5	21	6	0
3368	5	21	7	0
3369	5	21	8	0
3370	5	21	9	0
3371	5	21	10	0
3372	5	21	11	0
3373	5	21	12	0
3374	5	21	13	0
3375	5	21	14	0
3376	5	21	15	0
3377	5	21	16	0
3378	5	21	17	0
3379	5	21	18	0
3380	5	21	19	0
3381	5	21	20	0
3382	5	21	21	0
3383	5	21	22	0
3384	5	21	23	0
3385	5	22	0	0
3386	5	22	1	0
3387	5	22	2	0
3388	5	22	3	0
3389	5	22	4	0
3390	5	22	5	0
3391	5	22	6	0
3392	5	22	7	0
3393	5	22	8	0
3394	5	22	9	0
3395	5	22	10	0
3396	5	22	11	0
3397	5	22	12	0
3398	5	22	13	0
3399	5	22	14	0
3400	5	22	15	0
3401	5	22	16	0
3402	5	22	17	0
3403	5	22	18	0
3404	5	22	19	0
3405	5	22	20	0
3406	5	22	21	0
3407	5	22	22	0
3408	5	22	23	0
3409	5	23	0	0
3410	5	23	1	0
3411	5	23	2	0
3412	5	23	3	0
3413	5	23	4	0
3414	5	23	5	0
3415	5	23	6	0
3416	5	23	7	0
3417	5	23	8	0
3418	5	23	9	0
3419	5	23	10	0
3420	5	23	11	0
3421	5	23	12	0
3422	5	23	13	0
3423	5	23	14	0
3424	5	23	15	0
3425	5	23	16	0
3426	5	23	17	0
3427	5	23	18	0
3428	5	23	19	0
3429	5	23	20	0
3430	5	23	21	0
3431	5	23	22	0
3432	5	23	23	0
3433	5	24	0	0
3434	5	24	1	0
3435	5	24	2	0
3436	5	24	3	0
3437	5	24	4	0
3438	5	24	5	0
3439	5	24	6	0
3440	5	24	7	0
3441	5	24	8	0
3442	5	24	9	0
3443	5	24	10	0
3444	5	24	11	0
3445	5	24	12	0
3446	5	24	13	0
3447	5	24	14	0
3448	5	24	15	0
3449	5	24	16	0
3450	5	24	17	0
3451	5	24	18	0
3452	5	24	19	0
3453	5	24	20	0
3454	5	24	21	0
3455	5	24	22	0
3456	5	24	23	0
3457	5	25	0	0
3458	5	25	1	0
3459	5	25	2	0
3460	5	25	3	0
3461	5	25	4	0
3462	5	25	5	0
3463	5	25	6	0
3464	5	25	7	0
3465	5	25	8	0
3466	5	25	9	0
3467	5	25	10	0
3468	5	25	11	0
3469	5	25	12	0
3470	5	25	13	0
3471	5	25	14	0
3472	5	25	15	0
3473	5	25	16	0
3474	5	25	17	0
3475	5	25	18	0
3476	5	25	19	0
3477	5	25	20	0
3478	5	25	21	0
3479	5	25	22	0
3480	5	25	23	0
3481	5	26	0	0
3482	5	26	1	0
3483	5	26	2	0
3484	5	26	3	0
3485	5	26	4	0
3486	5	26	5	0
3487	5	26	6	0
3488	5	26	7	0
3489	5	26	8	0
3490	5	26	9	0
3491	5	26	10	0
3492	5	26	11	0
3493	5	26	12	0
3494	5	26	13	0
3495	5	26	14	0
3496	5	26	15	0
3497	5	26	16	0
3498	5	26	17	0
3499	5	26	18	0
3500	5	26	19	0
3501	5	26	20	0
3502	5	26	21	0
3503	5	26	22	0
3504	5	26	23	0
3505	5	27	0	0
3506	5	27	1	0
3507	5	27	2	0
3508	5	27	3	0
3509	5	27	4	0
3510	5	27	5	0
3511	5	27	6	0
3512	5	27	7	0
3513	5	27	8	0
3514	5	27	9	0
3515	5	27	10	0
3516	5	27	11	0
3517	5	27	12	0
3518	5	27	13	0
3519	5	27	14	0
3520	5	27	15	0
3521	5	27	16	0
3522	5	27	17	0
3523	5	27	18	0
3524	5	27	19	0
3525	5	27	20	0
3526	5	27	21	0
3527	5	27	22	0
3528	5	27	23	0
3529	5	28	0	0
3530	5	28	1	0
3531	5	28	2	0
3532	5	28	3	0
3533	5	28	4	0
3534	5	28	5	0
3535	5	28	6	0
3536	5	28	7	0
3537	5	28	8	0
3538	5	28	9	0
3539	5	28	10	0
3540	5	28	11	0
3541	5	28	12	0
3542	5	28	13	0
3543	5	28	14	0
3544	5	28	15	0
3545	5	28	16	0
3546	5	28	17	0
3547	5	28	18	0
3548	5	28	19	0
3549	5	28	20	0
3550	5	28	21	0
3551	5	28	22	0
3552	5	28	23	0
3553	5	29	0	0
3554	5	29	1	0
3555	5	29	2	0
3556	5	29	3	0
3557	5	29	4	0
3558	5	29	5	0
3559	5	29	6	0
3560	5	29	7	0
3561	5	29	8	0
3562	5	29	9	0
3563	5	29	10	0
3564	5	29	11	0
3565	5	29	12	0
3566	5	29	13	0
3567	5	29	14	0
3568	5	29	15	0
3569	5	29	16	0
3570	5	29	17	0
3571	5	29	18	0
3572	5	29	19	0
3573	5	29	20	0
3574	5	29	21	0
3575	5	29	22	0
3576	5	29	23	0
3577	5	30	0	0
3578	5	30	1	0
3579	5	30	2	0
3580	5	30	3	0
3581	5	30	4	0
3582	5	30	5	0
3583	5	30	6	0
3584	5	30	7	0
3585	5	30	8	0
3586	5	30	9	0
3587	5	30	10	0
3588	5	30	11	0
3589	5	30	12	0
3590	5	30	13	0
3591	5	30	14	0
3592	5	30	15	0
3593	5	30	16	0
3594	5	30	17	0
3595	5	30	18	0
3596	5	30	19	0
3597	5	30	20	0
3598	5	30	21	0
3599	5	30	22	0
3600	5	30	23	0
3601	5	31	0	0
3602	5	31	1	0
3603	5	31	2	0
3604	5	31	3	0
3605	5	31	4	0
3606	5	31	5	0
3607	5	31	6	0
3608	5	31	7	0
3609	5	31	8	0
3610	5	31	9	0
3611	5	31	10	0
3612	5	31	11	0
3613	5	31	12	0
3614	5	31	13	0
3615	5	31	14	0
3616	5	31	15	0
3617	5	31	16	0
3618	5	31	17	0
3619	5	31	18	0
3620	5	31	19	0
3621	5	31	20	0
3622	5	31	21	0
3623	5	31	22	0
3624	5	31	23	0
3625	6	1	0	0
3626	6	1	1	0
3627	6	1	2	0
3628	6	1	3	0
3629	6	1	4	0
3630	6	1	5	0
3631	6	1	6	0
3632	6	1	7	0
3633	6	1	8	0
3634	6	1	9	0
3635	6	1	10	0
3636	6	1	11	0
3637	6	1	12	0
3638	6	1	13	0
3639	6	1	14	0
3640	6	1	15	0
3641	6	1	16	0
3642	6	1	17	0
3643	6	1	18	0
3644	6	1	19	0
3645	6	1	20	0
3646	6	1	21	0
3647	6	1	22	0
3648	6	1	23	0
3649	6	2	0	0
3650	6	2	1	0
3651	6	2	2	0
3652	6	2	3	0
3653	6	2	4	0
3654	6	2	5	0
3655	6	2	6	0
3656	6	2	7	0
3657	6	2	8	0
3658	6	2	9	0
3659	6	2	10	0
3660	6	2	11	0
3661	6	2	12	0
3662	6	2	13	0
3663	6	2	14	0
3664	6	2	15	0
3665	6	2	16	0
3666	6	2	17	0
3667	6	2	18	0
3668	6	2	19	0
3669	6	2	20	0
3670	6	2	21	0
3671	6	2	22	0
3672	6	2	23	0
3673	6	3	0	0
3674	6	3	1	0
3675	6	3	2	0
3676	6	3	3	0
3677	6	3	4	0
3678	6	3	5	0
3679	6	3	6	0
3680	6	3	7	0
3681	6	3	8	0
3682	6	3	9	0
3683	6	3	10	0
3684	6	3	11	0
3685	6	3	12	0
3686	6	3	13	0
3687	6	3	14	0
3688	6	3	15	0
3689	6	3	16	0
3690	6	3	17	0
3691	6	3	18	0
3692	6	3	19	0
3693	6	3	20	0
3694	6	3	21	0
3695	6	3	22	0
3696	6	3	23	0
3697	6	4	0	0
3698	6	4	1	0
3699	6	4	2	0
3700	6	4	3	0
3701	6	4	4	0
3702	6	4	5	0
3703	6	4	6	0
3704	6	4	7	0
3705	6	4	8	0
3706	6	4	9	0
3707	6	4	10	0
3708	6	4	11	0
3709	6	4	12	0
3710	6	4	13	0
3711	6	4	14	0
3712	6	4	15	0
3713	6	4	16	0
3714	6	4	17	0
3715	6	4	18	0
3716	6	4	19	0
3717	6	4	20	0
3718	6	4	21	0
3719	6	4	22	0
3720	6	4	23	0
3721	6	5	0	0
3722	6	5	1	0
3723	6	5	2	0
3724	6	5	3	0
3725	6	5	4	0
3726	6	5	5	0
3727	6	5	6	0
3728	6	5	7	0
3729	6	5	8	0
3730	6	5	9	0
3731	6	5	10	0
3732	6	5	11	0
3733	6	5	12	0
3734	6	5	13	0
3735	6	5	14	0
3736	6	5	15	0
3737	6	5	16	0
3738	6	5	17	0
3739	6	5	18	0
3740	6	5	19	0
3741	6	5	20	0
3742	6	5	21	0
3743	6	5	22	0
3744	6	5	23	0
3745	6	6	0	0
3746	6	6	1	0
3747	6	6	2	0
3748	6	6	3	0
3749	6	6	4	0
3750	6	6	5	0
3751	6	6	6	0
3752	6	6	7	0
3753	6	6	8	0
3754	6	6	9	0
3755	6	6	10	0
3756	6	6	11	0
3757	6	6	12	0
3758	6	6	13	0
3759	6	6	14	0
3760	6	6	15	0
3761	6	6	16	0
3762	6	6	17	0
3763	6	6	18	0
3764	6	6	19	0
3765	6	6	20	0
3766	6	6	21	0
3767	6	6	22	0
3768	6	6	23	0
3769	6	7	0	0
3770	6	7	1	0
3771	6	7	2	0
3772	6	7	3	0
3773	6	7	4	0
3774	6	7	5	0
3775	6	7	6	0
3776	6	7	7	0
3777	6	7	8	0
3778	6	7	9	0
3779	6	7	10	0
3780	6	7	11	0
3781	6	7	12	0
3782	6	7	13	0
3783	6	7	14	0
3784	6	7	15	0
3785	6	7	16	0
3786	6	7	17	0
3787	6	7	18	0
3788	6	7	19	0
3789	6	7	20	0
3790	6	7	21	0
3791	6	7	22	0
3792	6	7	23	0
3793	6	8	0	0
3794	6	8	1	0
3795	6	8	2	0
3796	6	8	3	0
3797	6	8	4	0
3798	6	8	5	0
3799	6	8	6	0
3800	6	8	7	0
3801	6	8	8	0
3802	6	8	9	0
3803	6	8	10	0
3804	6	8	11	0
3805	6	8	12	0
3806	6	8	13	0
3807	6	8	14	0
3808	6	8	15	0
3809	6	8	16	0
3810	6	8	17	0
3811	6	8	18	0
3812	6	8	19	0
3813	6	8	20	0
3814	6	8	21	0
3815	6	8	22	0
3816	6	8	23	0
3817	6	9	0	0
3818	6	9	1	0
3819	6	9	2	0
3820	6	9	3	0
3821	6	9	4	0
3822	6	9	5	0
3823	6	9	6	0
3824	6	9	7	0
3825	6	9	8	0
3826	6	9	9	0
3827	6	9	10	0
3828	6	9	11	0
3829	6	9	12	0
3830	6	9	13	0
3831	6	9	14	0
3832	6	9	15	0
3833	6	9	16	0
3834	6	9	17	0
3835	6	9	18	0
3836	6	9	19	0
3837	6	9	20	0
3838	6	9	21	0
3839	6	9	22	0
3840	6	9	23	0
3841	6	10	0	0
3842	6	10	1	0
3843	6	10	2	0
3844	6	10	3	0
3845	6	10	4	0
3846	6	10	5	0
3847	6	10	6	0
3848	6	10	7	0
3849	6	10	8	0
3850	6	10	9	0
3851	6	10	10	0
3852	6	10	11	0
3853	6	10	12	0
3854	6	10	13	0
3855	6	10	14	0
3856	6	10	15	0
3857	6	10	16	0
3858	6	10	17	0
3859	6	10	18	0
3860	6	10	19	0
3861	6	10	20	0
3862	6	10	21	0
3863	6	10	22	0
3864	6	10	23	0
3865	6	11	0	0
3866	6	11	1	0
3867	6	11	2	0
3868	6	11	3	0
3869	6	11	4	0
3870	6	11	5	0
3871	6	11	6	0
3872	6	11	7	0
3873	6	11	8	0
3874	6	11	9	0
3875	6	11	10	0
3876	6	11	11	0
3877	6	11	12	0
3878	6	11	13	0
3879	6	11	14	0
3880	6	11	15	0
3881	6	11	16	0
3882	6	11	17	0
3883	6	11	18	0
3884	6	11	19	0
3885	6	11	20	0
3886	6	11	21	0
3887	6	11	22	0
3888	6	11	23	0
3889	6	12	0	0
3890	6	12	1	0
3891	6	12	2	0
3892	6	12	3	0
3893	6	12	4	0
3894	6	12	5	0
3895	6	12	6	0
3896	6	12	7	0
3897	6	12	8	0
3898	6	12	9	0
3899	6	12	10	0
3900	6	12	11	0
3901	6	12	12	0
3902	6	12	13	0
3903	6	12	14	0
3904	6	12	15	0
3905	6	12	16	0
3906	6	12	17	0
3907	6	12	18	0
3908	6	12	19	0
3909	6	12	20	0
3910	6	12	21	0
3911	6	12	22	0
3912	6	12	23	0
3913	6	13	0	0
3914	6	13	1	0
3915	6	13	2	0
3916	6	13	3	0
3917	6	13	4	0
3918	6	13	5	0
3919	6	13	6	0
3920	6	13	7	0
3921	6	13	8	0
3922	6	13	9	0
3923	6	13	10	0
3924	6	13	11	0
3925	6	13	12	0
3926	6	13	13	0
3927	6	13	14	0
3928	6	13	15	0
3929	6	13	16	0
3930	6	13	17	0
3931	6	13	18	0
3932	6	13	19	0
3933	6	13	20	0
3934	6	13	21	0
3935	6	13	22	0
3936	6	13	23	0
3937	6	14	0	0
3938	6	14	1	0
3939	6	14	2	0
3940	6	14	3	0
3941	6	14	4	0
3942	6	14	5	0
3943	6	14	6	0
3944	6	14	7	0
3945	6	14	8	0
3946	6	14	9	0
3947	6	14	10	0
3948	6	14	11	0
3949	6	14	12	0
3950	6	14	13	0
3951	6	14	14	0
